ID,TITLE,text
21465,Injection Bucket Jitter Compensation Using Phase Lock System At Fermilab Booster,"  The extraction bucket position in the Fermilab Booster is controlled with a
cogging process that involves the comparison of the Booster RF count and the
Recycler Ring revolution marker. A one RF bucket jitter in the extraction
bucket position results from the variability of the process that phase matches
the Booster to the Recycler. However, the new slow phase lock process used to
lock the frequency and phase of the Booster RF to the Recycler RF has been made
digital and programmable and has been modified to correct the extraction notch
position. The beam loss at the Recycler injection has been reduced by 20%. Beam
studies and the phase lock system will be discussed in this paper.
"
21466,Collaborative Deep Learning in Fixed Topology Networks,"  There is significant recent interest to parallelize deep learning algorithms
in order to handle the enormous growth in data and model sizes. While most
advances focus on model parallelization and engaging multiple computing agents
via using a central parameter server, aspect of data parallelization along with
decentralized computation has not been explored sufficiently. In this context,
this paper presents a new consensus-based distributed SGD (CDSGD) (and its
momentum variant, CDMSGD) algorithm for collaborative deep learning over fixed
topology networks that enables data parallelization as well as decentralized
computation. Such a framework can be extremely useful for learning agents with
access to only local/private data in a communication constrained environment.
We analyze the convergence properties of the proposed algorithm with strongly
convex and nonconvex objective functions with fixed and diminishing step sizes
using concepts of Lyapunov function construction. We demonstrate the efficacy
of our algorithms in comparison with the baseline centralized SGD and the
recently proposed federated averaging algorithm (that also enables data
parallelism) based on benchmark datasets such as MNIST, CIFAR-10 and CIFAR-100.
"
21467,Learning Hidden Markov Models from Pairwise Co-occurrences with Application to Topic Modeling,"  We present a new algorithm for identifying the transition and emission
probabilities of a hidden Markov model (HMM) from the emitted data.
Expectation-maximization becomes computationally prohibitive for long
observation records, which are often required for identification. The new
algorithm is particularly suitable for cases where the available sample size is
large enough to accurately estimate second-order output probabilities, but not
higher-order ones. We show that if one is only able to obtain a reliable
estimate of the pairwise co-occurrence probabilities of the emissions, it is
still possible to uniquely identify the HMM if the emission probability is
\emph{sufficiently scattered}. We apply our method to hidden topic Markov
modeling, and demonstrate that we can learn topics with higher quality if
documents are modeled as observations of HMMs sharing the same emission (topic)
probability, compared to the simple but widely used bag-of-words model.
"
21468,An explicit formula for Szego kernels on the Heisenberg group,"  In this paper, we give an explicit formula for the Szego kernel for $(0, q)$
forms on the Heisenberg group $H_{n+1}$.
"
21469,Necessary and sufficient conditions for consistent root reconstruction in Markov models on trees,"  We establish necessary and sufficient conditions for consistent root
reconstruction in continuous-time Markov models with countable state space on
bounded-height trees. Here a root state estimator is said to be consistent if
the probability that it returns to the true root state converges to 1 as the
number of leaves tends to infinity. We also derive quantitative bounds on the
error of reconstruction. Our results answer a question of Gascuel and Steel and
have implications for ancestral sequence reconstruction in a classical
evolutionary model of nucleotide insertion and deletion.
"
21470,Perfectly Controllable Multi-Agent Networks,"  This note investigates how to design topology structures to ensure the
controllability of multi-agent networks (MASs) under any selection of leaders.
We put forward a concept of perfect controllability, which means that a
multi-agent system is controllable with no matter how the leaders are chosen.
In this situation, both the number and the locations of leader agents are
arbitrary. A necessary and sufficient condition is derived for the perfect
controllability. Moreover, a step-by-step design procedure is proposed by which
topologies are constructed and are proved to be perfectly controllable. The
principle of the proposed design method is interpreted by schematic diagrams
along with the corresponding topology structures from simple to complex. We
show that the results are valid for any number and any location of leaders.
Both the construction process and the corresponding topology structures are
clearly outlined.
"
21471,Origin of the fundamental plane of elliptical galaxies in the Coma Cluster without fine-tuning,"  After thirty years of the discovery of the fundamental plane, explanations to
the tilt of the fundamental plane with respect to the virial plane still suffer
from the need of fine-tuning. In this paper, we try to explore the origin of
this tilt from the perspective of modified Newtonian dynamics (MOND) by
applying the 16 Coma galaxies available in Thomas et al.[1]. Based on the mass
models that can reproduce de Vaucouleurs' law closely, we find that the tilt of
the traditional fundamental plane is naturally explained by the simple form of
the MONDian interpolating function, if we assume a well motivated choice of
anisotropic velocity distribution, and adopt the Kroupa or Salpeter stellar
mass-to-light ratio. Our analysis does not necessarily rule out a varying
stellar mass-to-light ratio.
"
21472,Dopants Promoting Ferroelectricity in Hafnia: Insights From A Comprehensive Chemical Space Exploration,"  Although dopants have been extensively employed to promote ferroelectricity
in hafnia films, their role in stabilizing the responsible ferroelectric
non-equilibrium Pca21 phase is not well understood. In this work, using first
principles computations, we investigate the influence of nearly 40 dopants on
the phase stability in bulk hafnia to identify dopants that can favor formation
of the polar Pca21 phase. Although no dopant was found to stabilize this polar
phase as the ground state, suggesting that dopants alone cannot induce
ferroelectricity in hafnia, Ca, Sr, Ba, La, Y and Gd were found to
significantly lower the energy of the polar phase with respect to the
equilibrium monoclinic phase. These results are consistent with the empirical
measurements of large remnant polarization in hafnia films doped with these
elements. Additionally, clear chemical trends of dopants with larger ionic
radii and lower electronegativity favoring the polar Pca21 phase in hafnia were
identified. For this polar phase, an additional bond between the dopant cation
and the 2nd nearest oxygen neighbor was identified as the root-cause of these
trends. Further, trivalent dopants (Y, La, and Gd) were revealed to stabilize
the polar Pca21 phase at lower strains when compared to divalent dopants (Sr
and Ba). Based on these insights, we predict that the lanthanide series metals,
the lower half of alkaline earth metals (Ca, Sr and Ba) and Y as the most
suitable dopants to promote ferroelectricity in hafnia.
"
21473,Wave propagation with irregular dissipation and applications to acoustic problems and shallow waters,"  In this paper we consider an acoustic problem of wave propagation through a
discontinuous medium. The problem is reduced to the dissipative wave equation
with distributional dissipation. We show that this problem has a so-called very
weak solution, we analyse its properties and illustrate the theoretical results
through some numerical simulations by approximating the solutions to the full
dissipative model for a particular synthetic piecewise continuous medium. In
particular, we discover numerically a very interesting phenomenon of the
appearance of a new wave at the singular point. For the acoustic problem this
can be interpreted as an echo effect at the discontinuity interface of the
medium.
"
21474,Superconductivity vs quantum criticality: effects of thermal fluctuations,"  We study the interplay between superconductivity and non-Fermi liquid
behavior of a Fermi surface coupled to a massless $SU(N)$ matrix boson near the
quantum critical point. The presence of thermal infrared singularities in both
the fermionic self-energy and the gap equation invalidates the Eliashberg
approximation, and makes the quantum-critical pairing problem qualitatively
different from that at zero temperature. Taking the large $N$ limit, we solve
the gap equation beyond the Eliashberg approximation, and obtain the
superconducting temperature $T_c$ as a function of $N$. Our results show an
anomalous scaling between the zero-temperature gap and $T_c$. For $N$ greater
than a critical value, we find that $T_c$ vanishes with a
Berezinskii-Kosterlitz-Thouless scaling behavior, and the system retains
non-Fermi liquid behavior down to zero temperature. This confirms and extends
previous renormalization-group analyses done at $T=0$, and provides a
controlled example of a naked quantum critical point. We discuss the crucial
role of thermal fluctuations in relating our results with earlier work where
superconductivity always develops due to the special role of the first
Matsubara frequency.
"
21475,Ensemble Framework for Real-time Decision Making,"  This paper introduces a new framework for real-time decision making in video
games. An Ensemble agent is a compound agent composed of multiple agents, each
with its own tasks or goals to achieve. Usually when dealing with real-time
decision making, reactive agents are used; that is agents that return a
decision based on the current state. While reactive agents are very fast, most
games require more than just a rule-based agent to achieve good results.
Deliberative agents---agents that use a forward model to search future
states---are very useful in games with no hard time limit, such as Go or
Backgammon, but generally take too long for real-time games. The Ensemble
framework addresses this issue by allowing the agent to be both deliberative
and reactive at the same time. This is achieved by breaking up the game-play
into logical roles and having highly focused components for each role, with
each component disregarding anything outwith its own role. Reactive agents can
be used where a reactive agent is suited to the role, and where a deliberative
approach is required, branching is kept to a minimum by the removal of all
extraneous factors, enabling an informed decision to be made within a much
smaller time-frame. An Arbiter is used to combine the component results,
allowing high performing agents to be created from simple, efficient
components.
"
21476,Reliability and Market Price of Energy in the Presence of Intermittent and Non-Dispatchable Renewable Energies,"  The intermittent nature of the renewable energies increases the operation
costs of conventional generators. As the share of energy supplied by renewable
sources increases, these costs also increase. In this paper, we quantify these
costs by developing a market clearing price of energy in the presence of
renewable energy and congestion constraints. We consider an electricity market
where generators propose their asking price per unit of energy to an
independent system operator (ISO). The ISO solve an optimization problem to
dispatch energy from each generator to minimize the total cost of energy
purchased on behalf of the consumers.
To ensure that the generators are able to meet the load within a desired
confidence level, we incorporate the notion of load variance using the
Conditional Value-at-Risk (CVAR) measure in an electricity market and we derive
the amount of committed power and market clearing price of energy as a function
of CVAR. It is shown that a higher penetration of renewable energies may
increase the committed power, market clearing price of energy and consumer cost
of energy due to renewable generation uncertainties. We also obtain an
upper-bound on the amount that congestion constraints can affect the committed
power. We present descriptive simulations to illustrate the impact of renewable
energy penetration and reliability levels on committed power by the
non-renewable generators, difference between the dispatched and committed
power, market price of energy and profit of renewable and non-renewable
generators.
"
21477,Does Neural Machine Translation Benefit from Larger Context?,"  We propose a neural machine translation architecture that models the
surrounding text in addition to the source sentence. These models lead to
better performance, both in terms of general translation quality and pronoun
prediction, when trained on small corpora, although this improvement largely
disappears when trained with a larger corpus. We also discover that
attention-based neural machine translation is well suited for pronoun
prediction and compares favorably with other approaches that were specifically
designed for this task.
"
21478,Heat asymptotics for nonminimal Laplace type operators and application to noncommutative tori,"  Let $P$ be a Laplace type operator acting on a smooth hermitean vector bundle
$V$ of fiber $\mathbb{C}^N$ over a compact Riemannian manifold given locally by
$P= - [g^{\mu\nu} u(x)\partial_\mu\partial_\nu + v^\nu(x)\partial_\nu + w(x)]$
where $u,\,v^\nu,\,w$ are $M_N(\mathbb{C})$-valued functions with $u(x)$
positive and invertible. For any $a \in \Gamma(\text{End}(V))$, we consider the
asymptotics $\text{Tr} (a e^{-tP}) \underset{t \downarrow 0^+}{\sim}
\,\sum_{r=0}^\infty a_r(a, P)\,t^{(r-d)/2}$ where the coefficients $a_r(a, P)$
can be written locally as $a_r(a, P)(x) = \text{tr}[a(x) \mathcal{R}_r(x)]$.
The computation of $\mathcal{R}_2$ is performed opening the opportunity to
calculate the modular scalar curvature for noncommutative tori.
"
21479,DLVM: A modern compiler infrastructure for deep learning systems,"  Deep learning software demands reliability and performance. However, many of
the existing deep learning frameworks are software libraries that act as an
unsafe DSL in Python and a computation graph interpreter. We present DLVM, a
design and implementation of a compiler infrastructure with a linear algebra
intermediate representation, algorithmic differentiation by adjoint code
generation, domain-specific optimizations and a code generator targeting GPU
via LLVM. Designed as a modern compiler infrastructure inspired by LLVM, DLVM
is more modular and more generic than existing deep learning compiler
frameworks, and supports tensor DSLs with high expressivity. With our
prototypical staged DSL embedded in Swift, we argue that the DLVM system
enables a form of modular, safe and performant frameworks for deep learning.
"
21480,k-Space Deep Learning for Parallel MRI: Application to Time-Resolved MR Angiography,"  Time-resolved angiography with interleaved stochastic trajectories (TWIST)
has been widely used for dynamic contrast enhanced MRI (DCE-MRI). To achieve
highly accelerated acquisitions, TWIST combines the periphery of the k-space
data from several adjacent frames to reconstruct one temporal frame. However,
this view-sharing scheme limits the true temporal resolution of TWIST.
Moreover, the k-space sampling patterns have been specially designed for a
specific generalized autocalibrating partial parallel acquisition (GRAPPA)
factor so that it is not possible to reduce the number of view-sharing once the
k-data is acquired. To address these issues, this paper proposes a novel
k-space deep learning approach for parallel MRI. In particular, we have
designed our neural network so that accurate k-space interpolations are
performed simultaneously for multiple coils by exploiting the redundancies
along the coils and images. Reconstruction results using in vivo TWIST data set
confirm that the proposed method can immediately generate high-quality
reconstruction results with various choices of view- sharing, allowing us to
exploit the trade-off between spatial and temporal resolution in time-resolved
MR angiography.
"
21481,The Effect of Collective Attention on Controversial Debates on Social Media,"  We study the evolution of long-lived controversial debates as manifested on
Twitter from 2011 to 2016. Specifically, we explore how the structure of
interactions and content of discussion varies with the level of collective
attention, as evidenced by the number of users discussing a topic. Spikes in
the volume of users typically correspond to external events that increase the
public attention on the topic -- as, for instance, discussions about `gun
control' often erupt after a mass shooting.
This work is the first to study the dynamic evolution of polarized online
debates at such scale. By employing a wide array of network and content
analysis measures, we find consistent evidence that increased collective
attention is associated with increased network polarization and network
concentration within each side of the debate; and overall more uniform lexicon
usage across all users.
"
21482,Between-Ride Routing for Private Transportation Services,"  Spurred by the growth of transportation network companies and increasing data
capabilities, vehicle routing and ride-matching algorithms can improve the
efficiency of private transportation services. However, existing routing
solutions do not address where drivers should travel after dropping off a
passenger and before receiving the next passenger ride request, i.e., during
the between-ride period. We address this problem by developing an efficient
algorithm to find the optimal policy for drivers between rides in order to
maximize driver profits. We model the road network as a graph, and we show that
the between-ride routing problem is equivalent to a stochastic shortest path
problem, an infinite dynamic program with no discounting. We prove under
reasonable assumptions that an optimal routing policy exists that avoids
cycles; policies of this type can be efficiently found. We present an iterative
approach to find an optimal routing policy. Our approach can account for
various factors, including the frequency of passenger ride requests at
different locations, traffic conditions, and surge pricing. We demonstrate the
effectiveness of the approach by implementing it on road network data from
Boston and New York City.
"
21483,Effective Spoken Language Labeling with Deep Recurrent Neural Networks,"  Understanding spoken language is a highly complex problem, which can be
decomposed into several simpler tasks. In this paper, we focus on Spoken
Language Understanding (SLU), the module of spoken dialog systems responsible
for extracting a semantic interpretation from the user utterance. The task is
treated as a labeling problem. In the past, SLU has been performed with a wide
variety of probabilistic models. The rise of neural networks, in the last
couple of years, has opened new interesting research directions in this domain.
Recurrent Neural Networks (RNNs) in particular are able not only to represent
several pieces of information as embeddings but also, thanks to their recurrent
architecture, to encode as embeddings relatively long contexts. Such long
contexts are in general out of reach for models previously used for SLU. In
this paper we propose novel RNNs architectures for SLU which outperform
previous ones. Starting from a published idea as base block, we design new deep
RNNs achieving state-of-the-art results on two widely used corpora for SLU:
ATIS (Air Traveling Information System), in English, and MEDIA (Hotel
information and reservation in France), in French.
"
21484,Trust-based Multi-Robot Symbolic Motion Planning with a Human-in-the-Loop,"  Symbolic motion planning for robots is the process of specifying and planning
robot tasks in a discrete space, then carrying them out in a continuous space
in a manner that preserves the discrete-level task specifications. Despite
progress in symbolic motion planning, many challenges remain, including
addressing scalability for multi-robot systems and improving solutions by
incorporating human intelligence. In this paper, distributed symbolic motion
planning for multi-robot systems is developed to address scalability. More
specifically, compositional reasoning approaches are developed to decompose the
global planning problem, and atomic propositions for observation,
communication, and control are proposed to address inter-robot collision
avoidance. To improve solution quality and adaptability, a dynamic,
quantitative, and probabilistic human-to-robot trust model is developed to aid
this decomposition. Furthermore, a trust-based real-time switching framework is
proposed to switch between autonomous and manual motion planning for tradeoffs
between task safety and efficiency. Deadlock- and livelock-free algorithms are
designed to guarantee reachability of goals with a human-in-the-loop. A set of
non-trivial multi-robot simulations with direct human input and trust
evaluation are provided demonstrating the successful implementation of the
trust-based multi-robot symbolic motion planning methods.
"
21485,Investigation of Beam Emittance and Beam Transport Line Optics on Polarization,"  Effects of beam emittance, energy spread, optical parameters and magnet
misalignment on beam polarization through particle transport systems are
investigated. Particular emphasis will be placed on the beam lines being used
at Fermilab for the development of the muon beam for the Muon g-2 experiment,
including comparisons with the natural polarization resulting from pion decay,
and comments on the development of systematic correlations among phase space
variables.
"
21486,Metrics for Bengali Text Entry Research,"  With the intention of bringing uniformity to Bengali text entry research,
here we present a new approach for calculating the most popular English text
entry evaluation metrics for Bengali. To demonstrate our approach, we conducted
a user study where we evaluated four popular Bengali text entry techniques.
"
21487,Annexing magic and tune-out wavelengths to the clock transitions of the alkaline-earth metal ions,"  We present additional magic wavelengths ($\lambda_{\rm{magic}}$) for the
clock transitions in the alkaline-earth metal ions considering circular
polarized light aside from our previously reported values in [J. Kaur et al.,
Phys. Rev. A {\bf 92}, 031402(R) (2015)] for the linearly polarized light.
Contributions from the vector component to the dynamic dipole polarizabilities
($\alpha_d(\omega)$) of the atomic states associated with the clock transitions
play major roles in the evaluation of these $\lambda_{\rm{magic}}$, hence
facilitating in choosing circular polarization of lasers in the experiments.
Moreover, the actual clock transitions in these ions are carried out among the
hyperfine levels. The $\lambda_{\rm{magic}}$ values in these hyperfine
transitions are estimated and found to be different from $\lambda_{\rm{magic}}$
for the atomic transitions due to different contributions coming from the
vector and tensor part of $\alpha_d(\omega)$. Importantly, we also present
$\lambda_{\rm{magic}}$ values that depend only on the scalar component of
$\alpha_d(\omega)$ for their uses in a specially designed trap geometry for
these ions so that they can be used unambiguously among any hyperfine levels of
the atomic states of the clock transitions. We also present $\alpha_d(\omega)$
values explicitly at the 1064 nm for the atomic states associated with the
clock transitions which may be useful for creating ""high-field seeking"" traps
for the above ions using the Nd:YAG laser. The tune out wavelengths at which
the states would be free from the Stark shifts are also presented. Accurate
values of the electric dipole matrix elements required for these studies are
given and trends of electron correlation effects in determining them are also
highlighted.
"
21488,Graph Convolutional Neural Networks for Web-Scale Recommender Systems,"  Recent advancements in deep neural networks for graph-structured data have
led to state-of-the-art performance on recommender system benchmarks. However,
making these methods practical and scalable to web-scale recommendation tasks
with billions of items and hundreds of millions of users remains a challenge.
Here we describe a large-scale deep recommendation engine that we developed and
deployed at Pinterest. We develop a data-efficient Graph Convolutional Network
(GCN) algorithm PinSage, which combines efficient random walks and graph
convolutions to generate embeddings of nodes (i.e., items) that incorporate
both graph structure as well as node feature information. Compared to prior GCN
approaches, we develop a novel method based on highly efficient random walks to
structure the convolutions and design a novel training strategy that relies on
harder-and-harder training examples to improve robustness and convergence of
the model. We also develop an efficient MapReduce model inference algorithm to
generate embeddings using a trained model. We deploy PinSage at Pinterest and
train it on 7.5 billion examples on a graph with 3 billion nodes representing
pins and boards, and 18 billion edges. According to offline metrics, user
studies and A/B tests, PinSage generates higher-quality recommendations than
comparable deep learning and graph-based alternatives. To our knowledge, this
is the largest application of deep graph embeddings to date and paves the way
for a new generation of web-scale recommender systems based on graph
convolutional architectures.
"
21489,Suggestive Annotation: A Deep Active Learning Framework for Biomedical Image Segmentation,"  Image segmentation is a fundamental problem in biomedical image analysis.
Recent advances in deep learning have achieved promising results on many
biomedical image segmentation benchmarks. However, due to large variations in
biomedical images (different modalities, image settings, objects, noise, etc),
to utilize deep learning on a new application, it usually needs a new set of
training data. This can incur a great deal of annotation effort and cost,
because only biomedical experts can annotate effectively, and often there are
too many instances in images (e.g., cells) to annotate. In this paper, we aim
to address the following question: With limited effort (e.g., time) for
annotation, what instances should be annotated in order to attain the best
performance? We present a deep active learning framework that combines fully
convolutional network (FCN) and active learning to significantly reduce
annotation effort by making judicious suggestions on the most effective
annotation areas. We utilize uncertainty and similarity information provided by
FCN and formulate a generalized version of the maximum set cover problem to
determine the most representative and uncertain areas for annotation. Extensive
experiments using the 2015 MICCAI Gland Challenge dataset and a lymph node
ultrasound image segmentation dataset show that, using annotation suggestions
by our method, state-of-the-art segmentation performance can be achieved by
using only 50% of training data.
"
21490,Estimation for high-frequency data under parametric market microstructure noise,"  In this paper, we propose a general class of noise-robust estimators based on
the existing estimators in the non-noisy high-frequency data literature. The
market microstructure noise is a known parametric function of the limit order
book. The noise-robust estimators are constructed as a plug-in version of their
counterparts, where we replace the efficient price, which is non-observable in
our framework, by an estimator based on the raw price and the limit order book
data. We show that the technology can be directly applied to estimate
volatility, high-frequency covariance, functionals of volatility and volatility
of volatility in a general nonparametric framework where, depending on the
problem at hand, price possibly includes infinite jump activity and sampling
times encompass asynchronicity and endogeneity.
"
21491,Probably approximate Bayesian computation: nonasymptotic convergence of ABC under misspecification,"  Approximate Bayesian computation (ABC) is a widely used inference method in
Bayesian statistics to bypass the point-wise computation of the likelihood. In
this paper we develop theoretical bounds for the distance between the
statistics used in ABC. We show that some versions of ABC are inherently robust
to misspecification. The bounds are given in the form of oracle inequalities
for a finite sample size. The dependence on the dimension of the parameter
space and the number of statistics is made explicit. The results are shown to
be amenable to oracle inequalities in parameter space. We apply our theoretical
results to given prior distributions and data generating processes, including a
non-parametric regression model. In a second part of the paper, we propose a
sequential Monte Carlo (SMC) to sample from the pseudo-posterior, improving
upon the state of the art samplers.
"
21492,Generation of soliton bubbles in a sine-Gordon system with localised inhomogeneities,"  Nonlinear wave propagation plays a crucial role in the functioning of many
physical and biophysical systems. In the propagation regime, disturbances due
to the presence of local external perturbations, such as localised defects or
boundary interphase walls have gained great attention. In this article, the
complex phenomena that occur when sine-Gordon line solitons collide with
localised inhomogeneities are investigated. By a one-dimensional theory, it is
shown that internal modes of two-dimensional sine-Gordon solitons can be
activated depending on the topological properties of the inhomogeneities. Shape
mode instabilities cause the formation of bubble-like and drop-like structures
for both stationary and travelling line solitons. It is shown that such
structures are formed and stabilised by arrays of localised inhomogeneities
distributed in space. Implications of the observed phenomena in physical and
biological systems are discussed.
"
21493,Development and Test of a uTPC Cluster Reconstruction for a Triple GEM Detector in Strong Magnetic Field,"  Performance of triple GEM prototypes has been evaluated by means of a muon
beam at the H4 line of the SPS test area at CERN. The data from two planar
prototypes have been reconstructed and analyzed offline with two clusterization
methods: the enter of gravity of the charge distribution and the micro Time
Projection Chamber (\muTPC). Concerning the spatial resolution, the charge
centroid cluster reconstruction performs extremely well with no magnetic field:
the resolution is well below 100 \mum . Increasing the magnetic field
intensity, the resolution degrades almost linearly as effect of the Lorentz
force that displaces, broadens and asymmetrizes the electron avalanche. Tuning
the electric fields of the GEM prototype we could achieve the unprecedented
spatial resolution of 190 \mum at 1 Tesla. In order to boost the spatial
resolution with strong magnetic field and inclined tracks a \muTPC cluster
reconstruction has been investigated. Such a readout mode exploits the good
time resolution of the GEM detector and electronics to reconstruct the
trajectory of the particle inside the conversion gap. Beside the improvement of
the spatial resolution, information on the track angle can be also extracted.
The new clustering algorithm has been tested with diagonal tracks with no
magnetic field showing a resolution between 100 um and 150 um for the incident
angle ranging from 10° to 45° . Studies show similar performance with
1 Tesla magnetic field. This is the first use of a \muTPC readout with a triple
GEM detector in magnetic field. This study has shown that a combined readout is
capable to guarantee stable performance over a broad spectrum of particle
momenta and incident angles, up to a 1 Tesla magnetic field.
"
21494,"An update to the EVEREST K2 pipeline: Short cadence, saturated stars, and Kepler-like photometry down to Kp = 15","  We present an update to the EVEREST K2 pipeline that addresses various
limitations in the previous version and improves the photometric precision of
the de-trended light curves. We develop a fast regularization scheme for third
order pixel level decorrelation (PLD) and adapt the algorithm to include the
PLD vectors of neighboring stars to enhance the predictive power of the model
and minimize overfitting, particularly for faint stars. We also modify PLD to
work for saturated stars and improve its performance on extremely variable
stars. On average, EVEREST 2.0 light curves have 10-20% higher photometric
precision than those in the previous version, yielding the highest precision
light curves at all Kp magnitudes of any publicly available K2 catalog. For
most K2 campaigns, we recover the original Kepler precision to at least Kp =
14, and to at least Kp = 15 for campaigns 1, 5, and 6. We also de-trend all
short cadence targets observed by K2, obtaining even higher photometric
precision for these stars. All light curves for campaigns 0-8 are available
online in the EVEREST catalog, which will be continuously updated with future
campaigns. EVEREST 2.0 is open source and is coded in a general framework that
can be applied to other photometric surveys, including Kepler and the upcoming
TESS mission.
"
21495,Induction of tin pest for cleaning tin-drop contaminated optics,"  Tin pest, the allotropic {\beta} - {\alpha} phase transformation of tin, was
examined for use in cleaning of tin-contaminated optics. Induction of change in
material structure led to disintegration of tin samples into pieces and powder.
The transition times were studied for tin drops of different purity grades,
using inoculation with {\alpha}-Sn seed particles, also after prior mechanical
deformation and surface oxide removal. For tin of very high purity levels fast
nucleation within hours and full transformation within a day could be achieved
during cooling at -24 °C, resulting in strong embrittlement of the
material. Tin dripped onto samples of multilayer-coated optics as used in
extreme ultraviolet lithography machines was made cleanable by phase transition
after inoculation and cooling. The reflectance of multilayer-coated mirrors was
found to decrease by no more than 1% with this cleaning method.
"
21496,Fukaya categories of plumbings and multiplicative preprojective algebras,"  Given an arbitrary graph $\Gamma$ and non-negative integers $g_v$ for each
vertex $v$ of $\Gamma$, let $X_\Gamma$ be the Weinstein $4$-manifold obtained
by plumbing copies of $T^*\Sigma_v$ according to this graph, where $\Sigma_v$
is a surface of genus $g_v$. We compute the wrapped Fukaya category of
$X_\Gamma$ (with bulk parameters) using Legendrian surgery extending our
previous work arXiv:1502.07922 where it was assumed that $g_v=0$ for all $v$
and $\Gamma$ was a tree. The resulting algebra is recognized as the (derived)
multiplicative preprojective algebra (and its higher genus version) defined by
Crawley-Boevey and Shaw arXiv:math/0404186. Along the way, we find a smaller
model for the internal DG-algebra of Ekholm-Ng arXiv:1307.8436 associated to
$1$-handles in the Legendrian surgery presentation of Weinstein $4$-manifolds
which might be of independent interest.
"
21497,Ten Simple Rules When Considering Retirement,"  This is an article submitted to the Ten Simple Rules series of professional
development articles published by PLOS Computational Biology.
"
21498,Secure Classification With Augmented Features,"  With the evolution of data collection ways, it is possible to produce
abundant data described by multiple feature sets. Previous studies show that
including more features does not necessarily bring positive effect. How to
prevent the augmented features worsening classification performance is crucial
but rarely studied. In this paper, we study this challenging problem by
proposing a secure classification approach, whose accuracy is never degenerated
when exploiting augmented features. We propose two ways to achieve the security
of our method named as SEcure Classification (SEC). Firstly, to leverage
augmented features, we learn various types of classifiers and adapt them by
employing a specially designed robust loss. It provides various candidate
classifiers to meet the following assumption of security operation. Secondly,
we integrate all candidate classifiers by approximately maximizing the
performance improvement. Under a mild assumption, the integrated classifier has
theoretical security guarantee. Several new optimization methods have been
developed to accommodate the problems with proved convergence. Besides
evaluating SEC on 16 data sets, we also apply SEC in the application of
diagnostic classification of schizophrenia since it has vast application
potentiality. Experimental results demonstrate the effectiveness of SEC in both
tackling security problem and discriminating schizophrenic patients from
healthy controls.
"
21499,Deceiving Google's Cloud Video Intelligence API Built for Summarizing Videos,"  Despite the rapid progress of the techniques for image classification, video
annotation has remained a challenging task. Automated video annotation would be
a breakthrough technology, enabling users to search within the videos.
Recently, Google introduced the Cloud Video Intelligence API for video
analysis. As per the website, the system can be used to ""separate signal from
noise, by retrieving relevant information at the video, shot or per frame""
level. A demonstration website has been also launched, which allows anyone to
select a video for annotation. The API then detects the video labels (objects
within the video) as well as shot labels (description of the video events over
time). In this paper, we examine the usability of the Google's Cloud Video
Intelligence API in adversarial environments. In particular, we investigate
whether an adversary can subtly manipulate a video in such a way that the API
will return only the adversary-desired labels. For this, we select an image,
which is different from the video content, and insert it, periodically and at a
very low rate, into the video. We found that if we insert one image every two
seconds, the API is deceived into annotating the video as if it only contained
the inserted image. Note that the modification to the video is hardly
noticeable as, for instance, for a typical frame rate of 25, we insert only one
image per 50 video frames. We also found that, by inserting one image per
second, all the shot labels returned by the API are related to the inserted
image. We perform the experiments on the sample videos provided by the API
demonstration website and show that our attack is successful with different
videos and images.
"
21500,Inherent Biases of Recurrent Neural Networks for Phonological Assimilation and Dissimilation,"  A recurrent neural network model of phonological pattern learning is
proposed. The model is a relatively simple neural network with one recurrent
layer, and displays biases in learning that mimic observed biases in human
learning. Single-feature patterns are learned faster than two-feature patterns,
and vowel or consonant-only patterns are learned faster than patterns involving
vowels and consonants, mimicking the results of laboratory learning
experiments. In non-recurrent models, capturing these biases requires the use
of alpha features or some other representation of repeated features, but with a
recurrent neural network, these elaborations are not necessary.
"
21501,A graph-embedded deep feedforward network for disease outcome classification and feature selection using gene expression data,"  Gene expression data represents a unique challenge in predictive model
building, because of the small number of samples $(n)$ compared to the huge
amount of features $(p)$. This ""$n<<p$"" property has hampered application of
deep learning techniques for disease outcome classification. Sparse learning by
incorporating external gene network information could be a potential solution
to this issue. Still, the problem is very challenging because (1) there are
tens of thousands of features and only hundreds of training samples, (2) the
scale-free structure of the gene network is unfriendly to the setup of
convolutional neural networks. To address these issues and build a robust
classification model, we propose the Graph-Embedded Deep Feedforward Networks
(GEDFN), to integrate external relational information of features into the deep
neural network architecture. The method is able to achieve sparse connection
between network layers to prevent overfitting. To validate the method's
capability, we conducted both simulation experiments and a real data analysis
using a breast cancer RNA-seq dataset from The Cancer Genome Atlas (TCGA). The
resulting high classification accuracy and easily interpretable feature
selection results suggest the method is a useful addition to the current
classification models and feature selection procedures. The method is available
at this https URL.
"
21502,Isometric embeddings of a class of separable metric spaces into Banach spaces,"  Let $(M,d)$ be a bounded countable metric space and $c>0$ a constant, such
that $d(x,y)+d(y,z)-d(x,z) \ge c$, for any pairwise distinct points $x,y,z$ of
$M$. For such metric spaces we prove that they can be isometrically embedded
into any Banach space containing an isomorphic copy of $\ell_\infty$.
"
